LOC,CYCLO,LENGTH,VOLUME,DIFFICULTY,INT_FAN_IN,INT_FAN_OUT,NUM_OPERATORS,NUM_OPERANDS,BRANCH_COUNT,DEFECT_LABEL
0.7792387543252595,0.4782608695652174,0.27404844290657443,0.5449179750926539,0.5641211581149311,0.2222222222222222,0.4444444444444444,0.736196319018405,0.8073770491803278,0.6428571428571428,0
0.5951557093425606,0.6086956521739131,0.7425605536332179,0.7585966447911091,0.4506488724097908,0.2222222222222222,0.0,0.5766871165644173,0.20081967213114754,0.14285714285714285,0
0.8955017301038062,0.0,0.9681660899653979,0.754277257276714,0.6729958056362528,1.0,0.0,0.11656441717791412,0.020491803278688523,0.0,1
0.7820069204152249,0.5652173913043479,0.16470588235294117,0.01776571053642011,0.5841060016979305,0.0,1.0,0.6155419222903886,0.4815573770491804,0.5,0
0.7577854671280276,0.21739130434782608,0.5608996539792388,0.12612524169564843,0.5260500576805643,0.5555555555555556,0.2222222222222222,0.6564417177914111,0.6557377049180327,0.8571428571428571,1
0.7224913494809688,0.17391304347826086,0.32456747404844294,0.6597540830915674,0.24859861289323226,0.1111111111111111,1.0,0.049079754601227,0.5245901639344263,0.6428571428571428,0
0.0837370242214533,0.4347826086956522,0.18131487889273354,0.16150806271302393,0.0,0.0,0.2222222222222222,0.147239263803681,0.8135245901639344,0.6428571428571428,0
0.32249134948096886,0.13043478260869565,0.8235294117647058,0.25542616918412775,0.1728228341168755,0.1111111111111111,0.7777777777777777,0.7607361963190186,0.8299180327868853,0.07142857142857142,0
0.8567474048442907,0.5217391304347826,0.0,0.9468989485288942,0.11555547033652923,0.5555555555555556,0.8888888888888888,0.8384458077709612,0.8422131147540983,0.0,0
0.2283737024221453,0.4347826086956522,0.12906574394463666,0.5602597555214797,0.44904007067930235,0.3333333333333333,0.0,0.261758691206544,0.6864754098360656,0.9285714285714285,1
0.060207612456747404,0.08695652173913043,0.8093425605536332,0.7508974799331145,0.6129339038144739,0.5555555555555556,0.1111111111111111,0.17586912065439675,0.9795081967213114,0.5,1
0.9660899653979239,0.0,0.9975778546712804,0.5580571906020273,0.2119983712222953,0.8888888888888888,1.0,0.6728016359918202,0.2725409836065574,0.42857142857142855,1
0.7771626297577855,0.21739130434782608,0.19065743944636676,0.5525874706982032,0.9411757000052093,1.0,0.1111111111111111,0.8691206543967281,0.45081967213114754,0.42857142857142855,0
0.6027681660899654,0.7391304347826086,0.8179930795847751,0.09400812639352779,0.004684201800414273,1.0,0.3333333333333333,0.8895705521472393,0.3155737704918033,0.21428571428571427,0
0.08996539792387542,1.0,0.5273356401384083,0.3436378820108187,0.7736833739399234,0.7777777777777777,0.1111111111111111,0.310838445807771,0.2868852459016394,0.7142857142857142,0
0.9217993079584775,0.3913043478260869,0.6401384083044983,0.2823765137246001,0.6259376832377243,0.0,0.6666666666666666,0.3701431492842536,0.8729508196721312,0.5714285714285714,1
0.5321799307958478,0.17391304347826086,0.1311418685121107,0.39072540253599897,0.37317665423801105,0.7777777777777777,0.8888888888888888,0.25357873210633947,0.319672131147541,0.3571428571428571,0
0.23737024221453287,0.9565217391304348,0.5692041522491349,0.7985347695966702,0.04868442858768352,0.8888888888888888,0.6666666666666666,0.13496932515337423,0.9487704918032787,0.07142857142857142,0
0.9944636678200692,0.3913043478260869,0.004152249134948091,0.3719207802520033,0.6282295598834121,0.5555555555555556,0.5555555555555556,0.010224948875255626,0.8483606557377049,0.9285714285714285,0
0.5570934256055363,0.4782608695652174,0.17370242214532872,0.45172280524084485,0.3852886065100373,1.0,1.0,0.25357873210633947,0.6639344262295082,0.0,0
0.2664359861591696,0.043478260869565216,0.7878892733564014,0.397381586401951,0.9383734255058437,0.4444444444444444,0.0,0.6400817995910022,0.7561475409836066,0.0,0
0.8408304498269896,0.5217391304347826,0.6944636678200692,0.09326383500585614,0.5423555871536742,0.5555555555555556,1.0,0.6646216768916157,0.7008196721311475,0.5714285714285714,0
0.6608996539792388,0.30434782608695654,0.04429065743944636,0.4410930994504673,0.9417727397363883,0.5555555555555556,0.8888888888888888,0.10633946830265849,0.5327868852459016,0.21428571428571427,1
0.19100346020761244,0.043478260869565216,0.2892733564013841,0.1955136633733378,0.21942972196578991,0.8888888888888888,0.4444444444444444,0.1329243353783231,0.5758196721311475,0.2857142857142857,1
0.8193771626297578,0.8260869565217391,0.7055363321799308,0.18662346685548586,0.7269026352563129,0.3333333333333333,0.4444444444444444,0.6400817995910022,0.6885245901639344,0.14285714285714285,0
0.31764705882352945,0.0,0.008996539792387542,0.09389226571515114,0.6179468091065735,0.1111111111111111,0.5555555555555556,0.16564417177914112,0.7008196721311475,0.21428571428571427,0
0.9252595155709342,0.17391304347826086,0.730795847750865,0.3566518399080429,0.7406453635724953,0.8888888888888888,0.8888888888888888,0.17586912065439675,0.46516393442622955,0.7857142857142857,0
0.01453287197231834,0.34782608695652173,0.4328719723183391,0.7576530638922605,0.21358821497906624,0.1111111111111111,0.7777777777777777,0.0020449897750511245,0.7663934426229508,0.5,1
0.17439446366782005,0.6956521739130435,0.08961937716262974,0.2763844618212105,0.6659031057729234,1.0,0.7777777777777777,0.41513292433537835,0.569672131147541,0.8571428571428571,1
0.5169550173010381,0.34782608695652173,0.7076124567474048,0.312308922707236,0.4982118629510857,0.8888888888888888,0.7777777777777777,0.3047034764826176,0.7295081967213115,0.21428571428571427,1
0.5923875432525951,0.4347826086956522,0.5089965397923876,0.6427913239217641,0.7440771939287426,0.1111111111111111,0.0,0.5971370143149285,0.5901639344262295,0.5714285714285714,1
